"","title","url","date","news"
"34","U.S. Airlines Get a Break as Emirates Trims Flights After Trump’s Bans","https://www.bloomberg.com/news/articles/2017-04-19/emirates-cuts-u-s-flights-as-trump-s-bans-hobble-travel-demand","17175","U.S. airlines stand to benefit from flight cutbacks by Dubai-based Emirates, which blamed President Donald Trump’s travel restrictions for hurting demand from Middle Eastern passengers., Emirates will pare service to five U.S. cities after the country banned on-board electronics on flights from some Middle Eastern airports and attempted to block travel from six predominantly Muslim nations. That trims competition from the biggest Persian Gulf carrier -- a persistent irritant to long-haul U.S. operators that see it as an unfair rival., With fewer flights, some Emirates passengers may switch to big European airlines and their U.S. partners for travel from the Middle East and Asia. American Airlines Group Inc., Delta Air Lines Inc. and United Continental Holdings Inc. have prodded U.S. officials for two years to act on their complaints that $50 billion in government support has enabled Emirates, Etihad Airways PJSC and Qatar Airways Ltd. to compete unfairly., “Any reduction in capacity from them is only a good thing for U.S. airlines,” said Joe DeNardi, an analyst at Stifel Financial Corp., Etihad said demand remained strong for flights to the U.S. and pledged to upgrade New York service by using Airbus SE A380 super jumbo jets. Qatar Airways, which also serves airports affected by the laptop ban, didn’t immediately comment on its own capacity in the U.S., “I understand the problem and I agree as a business traveler, that’s my most productive travel and now I’m looking to book through Europe,” said Michael Weiss, an Atlanta businessman who frequently travels to the Middle East and has preferred the customer service on Qatar Airways. “Fellow peers are doing the same thing because we need to be able to work.”, A Bloomberg index of U.S. airlines advanced 1.4 percent at the close in New York, the biggest gain in three weeks., American declined to comment. United and Delta referred questions to the Partnership for Open & Fair Skies, which represents the carriers and several airline unions. In a statement Wednesday, that group said the Persian Gulf carriers were “propped up by billions of dollars in government cash” and as a result have never considered market demand in deciding where to fly., Emirates’ service to Seattle, Boston and Los Angeles will drop to one a day from two, while Fort Lauderdale and Orlando will get five flights a week, compared with daily services now. The changes will be phased in starting on May 1, the airline said in a statement Wednesday., “The recent actions taken by the U.S. government relating to the issuance of entry visas, heightened security vetting and restrictions on electronic devices in aircraft cabins, have had a direct impact on consumer interest and demand for air travel into the U.S.,” Emirates said. “Over the past three months, we have seen a significant deterioration in the booking profiles on all our U.S. routes, across all travel segments.”, Emirates will redeploy some U.S. capacity to serve routes across its global network. The carrier’s Dubai hub was one of the 10 airports affected by a ban on electronics in carry-on luggage on U.S.-bound flights. Trump’s order restricting visitors from six countries -- Iran, Libya, Somalia, Sudan, Syria and Yemen -- has been blocked in court., Emirates, which serves 12 U.S. cities as part of its network of more than 150 destinations worldwide, will “closely monitor” the situation with the “view to reinstate and grow” its U.S. operations as soon as viable, it said., Emirates, Etihad and Qatar Airways have grabbed a substantial portion of the lucrative market for travel from the Americas and Europe to the Middle East, Asia, Africa and Australia by developing their home bases into huge transfer hubs. If travelers look to European carriers to get to the Middle East or India, U.S. carriers could benefit through revenue-sharing agreements with partner airlines., “If Emirates slashes their presence to Seattle in half, that’s a few hundred seats a week,” said Peter van der Lende, a former Delta executive who worked on global alliances. “That traffic would have gone to Dubai and beyond. Some of that traffic needs to find other solutions. The one that’s on top of the list to receive that traffic is Delta,” which has a Seattle hub., Some of the flights Emirates is cutting may not have been very profitable, van der Lende said. Florida cities often attract more leisure travelers than lucrative business fliers. Boston doesn’t work as well as other Emirates destinations such as Dallas for flight connections to other U.S. cities., “I think they were hurt by both bans, but most likely those routes were marginally profitable, if at all,” said van der Lende, who’s now a business development consultant in Atlanta with Expand360."
"35","We’re Now the Friendly Skies, Emirates Tells a Red-Faced United","https://www.bloomberg.com/news/articles/2017-04-12/we-re-now-the-friendly-skies-emirates-tells-a-red-faced-united","17168","Middle Eastern carriers seized on the social media storm surrounding the forced removal of a passenger from a United Airlines flight to mock one of the arch-critics of their breakneck expansion., Dubai-based Emirates lampooned United’s motto on its Twitter account, urging passengers to “fly the friendly skies with a real airline,” while Qatar Airways tweeted an image of its own app, which it said “doesn’t support drag and drop.” Royal Jordanian Airlines joked that it’s also against dragging in an anti-smoking advertisement, while Turkish Airlines pointed out that it last week added an extra passenger to one of its flights after a baby was born on board. , While most airlines steered clear of commenting on the United debacle, the U.S. giant’s embarrassment over the removal of the man to make way for one of its employees was too good an opportunity to miss for Mideast operators subject to years of gibes over the part played by state funding in their success story., The Emirates tweet includes a video mocking United Chief Executive Officer Oscar Munoz’s suggestion this year that Gulf carriers “aren’t real airlines” by highlighting its Tripadvisor ranking as the world’s best carrier in 2017. The post ends with the punchline: “Fly the friendly skies... this time for real.”, The world’s biggest long-haul airline has taken a swipe at U.S. rivals before, most notably in a 2015 ad campaign that showed Jennifer Aniston being offered peanuts and a hand towel by American-accented flight attendants, before waking to find herself cosseted in the flat-bed seat of an Emirates superjumbo., Royal Jordanian’s anti-United tweet shows a picture of a no-smoking sign on one of its aircraft along with the message: “We would like to remind you that drags on our flights are strictly prohibited by passengers -- and crew.”, Turkish Air re-tweeted a message from Huffington Post founder Arianna Huffington commenting: “Instead of involuntarily removing a passenger, Turkish Air assists in involuntarily adding one.” That’s after a girl was born last Friday on the carrier’s flight between Guinea and Burkina Faso., Qatar Air accompanied its drag-and-drop pun with the blurb: ""We’re united in our goal to always accommodate our passengers, even with our app updates.”, United Continental Holdings Inc., Delta Air Lines Inc. and American Airlines Group have accused Emirates, Etihad Airways PJSC and Qatar of competing unfairly in global markets with the help of more than $40 billion in illegal government subsidies, something the Gulf carriers deny., The U.S. operators recently urged President Donald Trump to curb flying rights for their rivals. Tensions have ratcheted up further with an attempted ban on citizens of six Muslim-majority countries entering America, together with a bar on passengers carrying large electronic devices aboard U.S.-bound flights from airports in the Middle East and North Africa, including the bases of Emirates, Turkish Air, Qatar Air and Royal Jordanian., United’s Munoz on Tuesday issued a second apology for Sunday’s incident in Chicago, in which the ejected passenger, David Dao, was left bloodied and dazed, saying that “no one should ever be mistreated this way,” and promising a review of his airline’s procedures to be completed by April 30., The CEO had earlier apologized only for having to re-accommodate customers, labeling Dao, who received hospital treatment, “disruptive” and “belligerent.”"
"36","American Airlines Pilots Say Uniforms Are Making Them Ill Too","https://www.bloomberg.com/news/articles/2017-04-19/american-airlines-pilots-say-uniforms-are-making-them-ill-too","17175","American Airlines pilots will be surveyed about reactions to the carrier’s new uniforms after about 100 reported rashes, itching and other symptoms similar to those experienced by hundreds of flight attendants., Some aviators said recently they had red, swollen eyes and a general ill feeling even though they had been wearing the new clothing since September, according to Dennis Tajer, an Allied Pilots Association spokesman. The union plans to ask members later this week for feedback on reactions and advise them on what steps to take in response, he said Wednesday., “They have to be fit for duty,” Tajer said in an interview. “If the uniform is making them not fit for duty, then something has to change.”, American distributed 1.5 million pieces to 70,000 employees in its first major uniform change in 30 years. The airline has declined to recall the clothing. , The Association of Professional Flight Attendants has said more than 3,000 of its members have filed complaints since receiving the uniforms. American sets the count among all employees at about 800, including four pilots., “Whatever they find in their survey, we’re happy to meet and discuss it with them,” said Ron Defeo, a spokesman for American Airlines Group Inc. “We’ve shown we’re willing to work and find solutions. We’d do the same with pilots.”, Twin Hill, a unit of Tailored Brands Inc., supplied the new uniforms and has worked with the airline and the flight attendants’ union on testing since employees began reporting reactions. So far, nothing has been found to cause the problems., Read more: The mystery of American’s ailing flight attendants, American offered employees several options to replace uniform pieces, including an alternate supplier for flight attendants and customer-service agents. Pilots have been given non-wool and cotton versions from Twin Hill, and the airline is working to secure another option, Defeo said. Employees also are being allowed to wear old uniforms., A couple of pilots became ill enough that they couldn’t fly, Tajer said, and others discovered they had symptoms only while wearing the uniforms. , “We don’t know what we’re going to find out,” he said. “It’s certainly not the same numbers as the flight attendants, but there is some real concern that there’s a bigger problem out there.”, A representative for Tailored Brands didn’t immediately respond to a request for comment., The pilot cases were reported Tuesday by the Chicago Business Journal."
"37","United Changes Crew-Booking Policy After Passenger's Removal","https://www.bloomberg.com/news/articles/2017-04-15/united-modifies-policy-for-booking-crew-on-crowded-flights","17171","United Continental Holdings Inc. has changed its policy on employee travel and will now ensure crews riding on its aircraft as passengers are booked at least 60 minutes before departure, according to a statement from the company., The change, issued Friday, came after the backlash created by a video showing a United passenger being pulled from his seat and dragged down the aisle after refusing to leave an April 9 flight to make room for an airline employee., The passenger, David Dao, suffered a concussion, a broken nose and two lost teeth, according to one of his lawyers on Thursday. Attorney Thomas Demetrio said that Dao will “probably” sue., A hearing scheduled Monday was canceled after United and the city of Chicago agreed to Dao’s request to preserve and protect evidence, Demetrio’s office said Saturday. A filing last week asked a judge to require the airline and city to preserve surveillance videos, crew lists and other information., United crews previously could be booked on flights until the time of departure. The change will allow employees to bump passengers, if necessary, in the gate area to avoid what happened on Dao’s flight: forcing passengers to leave their seats after they already boarded the airplane, said Maggie Schmerin, a United spokeswoman., “This ensures situations like Flight 3411 never happen again,” she said., Bumping passengers is permitted by the U.S. Department of Transportation as long as airlines provide some compensation -- typically a voucher for future purchase -- and a seat on a later flight. If there aren’t enough volunteers, airlines can pick passengers -- on United, those who paid more for a ticket or fly frequently are less likely to be selected., Can Airlines Really Do That? Bumping and the Law, United initially said that Dao’s flight, from Chicago’s O’Hare International Airport to Louisville, Kentucky, was overbooked, and its staff picked passengers to be bumped. But the airline later said it needed to make room for its own employees to keep other flights on schedule., United is reacting to pressure from the public-relations fiasco that blew up after the video spread on social media. Chief Executive Officer Oscar Munoz initially called Dao “disruptive” and “belligerent” and apologized only for the need to “re-accommodate” him, but later struck a more contrite tone in a nationally televised interview., Competing airlines are taking note of the controversy and making changes of their own. Delta Air Lines Inc. increased the payouts its airport agents can offer passengers on overbooked flights to $2,000 from $800, according to a memo seen by Bloomberg., While United is modifying its policy when it comes to booking its own crew, it didn’t say if the policy of overbooking flights will be changed. The company said it is conducting a full review, and it will announce the results by April 30."
"38","PR Nightmares: United Seat Fiasco Among Worst Corporate Gaffes","https://www.bloomberg.com/news/articles/2017-04-12/pr-nightmares-united-seat-fiasco-among-worst-corporate-gaffes","17167","When it comes to bad public relations, it’s pretty tough to top the sight of a United Airlines passenger being dragged, bloodied and screaming, from a flight., The incident, including two attempts at apology by Chief Executive Officer Oscar Munoz, has been airing on cable TV and raging on social media for days. But the fiasco is hardly the first self-inflicted corporate blunder. Munoz can take comfort that it’s happened to others, and in many cases the bosses didn’t lose their jobs, as our PR Tales From Hell illustrate., QuickTake Can Airlines Really Do That? Bumping and the Law, Over Easter week in 2009, two Domino’s Pizza employees in North Carolina posted a video on YouTube showing one sticking cheese up his nose and pretending to sneeze on a customer’s sandwich. With the clip reaching one million views, management fired the employees, sanitized the store and produced its own video with a formal apology from President Patrick Doyle., The company’s response was to show outrage and take action, said Davia Temin, head of the New York-based crisis-management firm Temin & Co. CEO David Brandon kept his job and now runs Toys “R” Us Inc. Doyle succeeded him., An engine-room fire crippled the Carnival Triumph cruise ship in 2013, leaving 3,100 guests adrift in the Gulf of Mexico without working plumbing. Sewage backed up into the passenger decks, earning the ship the nickname the “Poop Cruise.”, While employees scrambled to the bring the vessel home, Carnival Corp. CEO Micky Arison took in a game of his Miami Heat basketball team. Four months later, Arison gave up the top job. He remains chairman and is still the largest shareholder of the company his father founded., In 2007 TV news cameras caught images of rodents scurrying around a New York KFC-Taco Bell location. Parent Yum Brands Inc. closed the franchised restaurant, labeled it an isolated incident and blamed construction in the basement of the building., Still, sales at other stores fell 11 percent in the first quarter afterward and the company replaced its chief marketing officer., Uber Technologies Inc. CEO Travis Kalanick was forced to apologize and pledged to “grow up” after Bloomberg in February published video of him yelling at a driver in a dispute over the ride-sharing company’s fare policy, the latest in a horrendous three-month run of controversies., Kalanick has promised to hire a chief operating officer to keep him on course, while the company has vowed to outline diversity goals and publish the results of a sexual harassment investigation., On Valentine’s Day 2007, storms left 130,000 JetBlue Airways Corp. passengers stranded, with some travelers stuck on the tarmac for up to 10 hours. CEO David Neeleman apologized profusely but three months later he was out the door, replaced by a new executive described as more of an “operations guy.”, On Tuesday, his newest airline, Brazilian carrier Azul SA, raised $572 million in a U.S. initial public offering and closed up 7.2 percent in its first day of trading. Neeleman used the day’s ceremony at the New York Stock Exchange to defend the industry’s overbooking of flights, the practice United initially said led to the confrontation on its flight this week., United has had more than its share of customer service snafus, including a 2008 incident in which country singer Dave Carroll said the airline damaged his instrument. A song and video he produced about the incident, “United Breaks Guitars,” went viral and has had almost 17 million views., The company later apologized and sought permission to use the video for training. CEO Glenn Tilton remained with the carrier until its merger with Continental was completed in October 2010., Carroll today speaks on customer service. In an interview with the Canadian Broadcasting Corp., he lamented United’s lack of remorse over the current incident., “I would have thought they’d make some advances, but seven years later now, the same sort of problem has emerged,” he said in the interview. “I think it has to do with a culture in the company.”, Representatives of Chicago-based United didn’t respond to a request for comment."
"39","Can Airlines Really Do That? Bumping and the Law: QuickTake Q&A","https://www.bloomberg.com/news/articles/2017-04-11/can-airlines-really-do-that-bumping-and-the-law-quicktake-q-a","17167","When United Airlines had police forcibly remove a paying customer from his plane seat, dragging him down the aisle, the social-media response was immediate and global. United said the man was ejected because it needed his seat for an employee who was required in Louisville for duty the following day. The incident raises a host of legal, regulatory and corporate-branding questions:, Yes. When you purchase an airline ticket you’re also entering into a detailed contract that specifies the many rights an airline has related to the trip. One of them allows the carrier to seize your seat in return for compensation and an alternate means of transport, usually on a later flight. Airlines also can determine that when their employees must be somewhere for duty -- a status that, yes, may place them ahead of paying customers -- a passenger’s seat can be taken. That’s because not positioning a crew member can lead to a future flight cancellation or delay. , That was the situation on April 9 in Chicago, when United needed to get its staff to Louisville. United also says the passenger who became a social media sensation had been “disruptive” and “belligerent.” U.S. law prohibits passengers from threatening or interfering with airline crews, a standard that has been aggressively enforced since the Sept. 11 terrorist attacks. To be sure, if you are violent, belligerent, intoxicated or aggressive toward a crew member or being disruptive or disorderly toward other passengers, it is a safe bet that you will be booted from the plane. And the police may be summoned. Thatcher Stone, a lawyer who has successfully sued airlines over bumping incidents, advises that passengers should always follow instructions of airline crew, no matter how strongly they may feel., The U.S. Department of Transportation permits airlines to ask passengers to give up a reservation voluntarily in exchange for some compensation and a seat on a later flight. That typically means a voucher for a future purchase. Airlines solicit volunteers and start their offers low, generally $150 or $200, gradually increasing the compensation to encourage enough travelers to offer a seat. (United had reportedly offered $800 on the flight to Kentucky.) If not enough volunteers come forward, airlines then go the involuntary route, which regulators call “involuntary denied boardings.” When choosing who gets the bump, airlines typically assess your value: How often do you fly, how much did you pay for the ticket, how many miles have you amassed in the loyalty program, is there a connection in your trip? Are you headed to Denver or Tahiti? How many more flights remain that day to the destination? Are there minors flying? And yes, this process can occur even after an airplane has been boarded. On April 10, the DOT said it would review the denied boarding procedures followed on the United flight., First, such passengers are entitled to a “written statement describing their rights.” Stone said in lawsuits he’s brought against airlines, they most often didn’t bother to give passengers this statement. The compensation an airline must pay increases with the length of time a passenger is delayed reaching his or her destination. If the carrier can get you to the destination within an hour of the scheduled arrival, there’s no compensation. If it takes longer than two hours (or four hours on an international flight), then the airline must pay four times the airfare or as much as $1,350. You may also be able to score some meal vouchers or access to an airline’s lounge, depending on the situation. These are cases where being polite generally wins out over threats or shouting., Overselling is an airline’s response to a routine occurrence: People don’t always appear for a flight they’ve purchased. Selling more tickets than a plane’s seat count is a method to address that situation. In a consent order last summer, the Transportation Department explained its view of oversales as a way for airlines “to fill seats that would otherwise have gone empty due to ‘no shows,’ thereby achieving operational efficiencies including revenue enhancement for carriers, and resulting in benefits for passengers as a whole by enabling carriers to offer them lower fares.”, Not too much. Of about 660 million passengers last year who boarded the 12 largest U.S. airlines, about 475,000 gave up their seats or were bumped. The majority of those were volunteers -- only 40,600 had to relinquish their seats unwillingly. Because airlines have amassed years of traffic data, down to days, times, seasons and specific routes, they rarely need to give large vouchers to customers. The data also help them know how to tweak their oversales for each flight, which has helped drive involuntary denied boardings to extreme lows: Out of 131 million passengers last year, American Airlines Group Inc. bumped only 8,312 involuntarily, according to federal statistics. As a result of their data, airlines’ need to bump has decreased over the past decade and is likely to dip further over time., United suffered a pummeling on social media immediately after the incident. One tweet joked that the airline had set aside a new seating area known as “fight club.” Late-night comic Jimmy Kimmel lampooned the carrier on his show. Its stock dropped as much as 4.4 percent on Tuesday, then recovered almost half of that to $69.85 at 2:55 p.m. The longer term impact on the company isn’t clear., Yes, all airlines occasionally need to swipe a seat from a paying customer. But not all airlines oversell their flights as a way to combat no-shows. JetBlue Airways Corp. never has, following the belief of its founders that every passenger should be guaranteed a seat. In its brief history, Virgin America also eschewed overselling. Its new owner, Alaska Air Group Inc., does oversell so the same practice could extend to the merged company."
"40","United Broke Its Contract With Frequent Flyers","https://www.bloomberg.com/view/articles/2017-04-13/united-broke-its-contract-with-frequent-flyers","17169",""
"41","United CEO Made Bad Situation Worse, Says NYU's Galloway","https://www.bloomberg.com/news/videos/2017-04-11/nyu-s-galloway-says-heads-should-roll-at-united-video","17167",""
"42","Will Outrage Towards United Impact Ticket Sales?","https://www.bloomberg.com/news/videos/2017-04-11/will-social-media-outrage-for-united-impact-sales-video","17167",""
"43","Boycotting United Will Never Work. Here’s Why","https://www.bloomberg.com/news/articles/2017-04-13/boycotting-united-will-never-work-here-s-why","17169","A string of megamergers has given the four largest airlines a monopoly-like grip on U.S. air travel. Sure, everyone knows that—but did you know how tight that grip is and what it means for you as a customer?A lot of people are thinking about that after Sunday’s violent treatment of a United Airlines passenger by Chicago airport security workers. Why would a business ever think it was OK to allow a paying customer to be assaulted so its own employee could take his seat?, Part of the reason may be that you, as a customer, don’t really have a practical alternative to punish the offending company. American Airlines, Delta Air Lines, Southwest Airlines, and United now have 85 percent of the market, compared with 55 percent in 2007
        
            1
            
                According to an Airline Weekly analysis of Diio Mi schedule data. 
            
        
        . Like all monopolies, they have less pressure to improve customer service or fret about losing passengers. They’re certain you’ll be back. And it’s not just airlines: As of 2015, market concentration hit a three-decade high., When David Dao was left bloodied with a broken nose and missing teeth after being dragged down the plane’s aisle, it was met with a public outcry for accountability and better service—and even a boycott. But the reality of America’s economy, where monopolies are part of the commercial fabric, makes that threat less than effective., “If you are in Houston, good luck if you want to boycott United,” said John Kwoka, an economics professor at Northeastern University, referring to how the airline dominates that hub. “That’s called monopoly power, where you have little functional choice for your travel options.” He added: “If you look at a lot of the routes these firms dominate ... sure enough, the prices have risen.”, Major airline mergers picked up steam after the 2005 union of US Airways and America West Airlines. Next up was the 2008 merger of Delta and Northwest Airlines. Then came the 2010 Continental Airlines and United union, and Southwest and AirTran the year after that. The last major tie-ups were between US Airways and American Airlines in 2013 and, most recently, Alaska Air Group Inc.’s purchase of Virgin America., To be fair, one must remember the environment from which the modern airline monopoly sprung. Seth Kaplan, a managing partner at industry journal Airline Weekly, says consolidation wasn’t triggered by a desire for unwarranted profit, but rather by simple survival., “The industry was in crisis first because of 9/11. It was both a cost and revenue shock to the industry—suddenly all these new security costs,” Kaplan said. “At the same time, costs [were] going up partly because nobody wanted to fly, and later because [of] too much security hassle.” Additionally, carriers faced spiking fuel prices in the summer of 2008, a global economic downturn, and increased competition from upstarts led by JetBlue Airways Corp. and Spirit Airlines Inc., The majors eventually survived—and flourished. For passengers, however, things started going south. The period of mergers coincided with cuts to services. More baggage charges, fewer free meals and flight attendants. Plus, cuts to regional air travel. , “A decade ago anything that wasn’t a mandatory cost they were slashing,” Kaplan said. “The saying goes, ‘burning furniture to warm the house.’” Having fewer competing airlines has eased the pressure to reverse those cuts even though profits are now greater. And that’s unlikely to change. The airlines, meanwhile, contend that a profitable industry created by consolidation provides for a more stable U.S. air travel system and secure employment. As for overbooking, that original reason United gave for the Chicago incident (before conceding Dao was booted in favor of United employees), that’s been going on for a long time—and United isn’t even the worst offender. Purposeful overbooking is a financial tool carriers use to fill every seat possible., Earlier this year, Bloomberg reported that the Department of Justice was unlikely to bring antitrust action against the major airline carriers. The government started the investigation into price fixing and collusion among airlines in 2015., Matt Stoller, a fellow at the open markets program at New America, said when the probe was announced that he didn’t expect anything to come of it. The Justice Department hasn’t really taken antitrust or mergers seriously for decades, he said., Indeed, the Justice Department investigated just three in 2015, compared with 22 cases in 1994., Kwoka and Stoller were among the speakers at a conference last week titled, “Is There a Concentration Problem in America?” hosted by the University of Chicago’s Stigler Center at the Booth School of Business. Attendees discussed how megacompanies are expanding, and not just in the airline industry. But the few carriers that fill up most American airports is certainly the most visible example., “This is not the airline industry an economist interested in competition or a passenger interested in options would want,” Kwoka said. “This is not where we should have ended up.”—With assistance from Matt Turner in New York, Michael Sasso in Atlanta, and Justin Bachman in Dallas."
"44","Meltdowns, Miseries and Makeovers","https://www.bloomberg.com/view/articles/2017-04-18/meltdowns-miseries-and-makeovers","17174",""
"45","United Passenger Suffered Concussion, Broken Nose, Lawyer Says","https://www.bloomberg.com/news/articles/2017-04-13/united-passenger-s-lawyer-says-airlines-have-bullied-us","17169","The passenger dragged off a United Continental Holdings Inc. flight suffered a concussion, a broken nose and two lost teeth, one of his lawyers said Thursday., The injured man’s legal team is investigating possible legal claims and will “probably” sue, attorney Thomas Demetrio said. Video posted to social media showed David Dao being pulled from his seat and dragged down the aisle after refusing to give up his spot., “For a long time, airlines, United in particular, have bullied us,” Demetrio said in a press conference in Chicago, where the incident took place. “Rudeness, bullying of customers, has gone the next step now, to physical injury.”, News of Dao’s injuries increased pressure on United, which is still contending with the fallout from a public-relations fiasco that erupted when the video went viral. Chief Executive Officer Oscar Munoz initially called Dao “disruptive” and “belligerent” and apologized only for the need to “re-accommodate” him. Munoz later struck a more contrite tone in nationally televised interview., On Thursday, he spoke to several hundred United employees near Chicago’s O’Hare International Airport, according to two people who attended. Workers rose to give him an ovation when Munoz said he didn’t intend to leave the company, after an employee expressed concern he might have to resign, the two said., Dao, 69, hasn’t yet sued, and because he essentially resisted arrest, he may not have a legal claim, according to Kevin Hopkins, a professor at John Marshall Law School in Chicago. But he’ll probably get a ""decent settlement” because of the media attention surrounding his removal from the plane and his press conference., “In the court of public opinion, he’s going to win,” Hopkins said., While it was right for Munoz to apologize on national television for the incident, Demetrio called the United boss’s apology “staged” at the urging of public relations advisers., Megan McCarthy, a spokeswoman for United, declined to respond to that characterization. Munoz and the company called Dao “on numerous occasions” to apologize, contradicting an assertion by Demetrio that they hadn’t, according to a statement from the airline following the press conference., The Chicago-based company also reiterated that it is taking steps to prevent future incidents, including committing to only asking law enforcement to remove passengers in matters of safety and security., “This horrible situation has provided a harsh learning experience from which we will take immediate, concrete action,” United said in the statement. “We have committed to our customers and our employees that we are going to fix what’s broken so this never happens again.”, The shares fell 1.2 percent to $69.07 at the close in New York, capping a 2.6 percent slide this week., Dao, who was discharged from the hospital April 12, also suffered injury to his sinuses and will need reconstructive surgery, Demetrio said. Dao, a doctor, had to return to Louisville to see patients, Demetrio said. His wife, who is also a doctor and was on the flight, also had patients to see, the lawyer said. They were returning home from a vacation in California., Crystal Pepper, Dao’s daughter, said the whole family was “shocked and sickened to learn what had happened to him.”, Dao, who came to the U.S. from Vietnam in 1975 during the fall of Saigon, said being dragged down the airplane aisle -- on an April 9 flight from Chicago to Louisville, Kentucky -- was “more horrifying” than what he experienced leaving Vietnam, Demetrio said., The city of Chicago, for whom the officers worked, is also responsible, Demetrio said. “Were these three officers, these storm troopers, doing the right thing? No,” he said., By casting Dao as a representative for other aggrieved passengers, his lawyer may have put additional pressure on United to improve its treatment of customers, said Todd Henderson, a law professor at the University of Chicago who teaches torts and corporate law., “Because everybody is rightfully outraged by what happened and because of the probability of this happening in the future, you can start to see the public benefit from this guy,” Henderson said."
"46","Everything You Need to Know This Morning From Daybreak (Podcast)","https://www.bloomberg.com/news/audio/2017-04-11/everything-you-need-to-know-this-morning-from-daybreak-podcast-j1dcw92t","17167",""
"47","United Disaster Over Passenger Removal and How Not to Respond to Crisis","https://www.bloomberg.com/news/articles/2017-04-13/united-disaster-over-passenger-removal-and-how-not-to-respond-to-crisis","17169","1) How Not to Handle a CrisisRemember the firestorm over that Pepsi ad featuring Kendall Jenner handing a can of Pepsi to a cop during a protest? Funny how quickly the blowback died when company apologized and pulled it. The United Airlines story, on the other hand, won’t go away, thanks in no small part to the company’s bungled response. First, a widely mocked statement that sounded like it was written by lawyers, using words like “re-accommodate.” Then, United blamed the customer, or in this case, the passenger, saying he was “disruptive” and “belligerent.” Kara Alaimo, who teaches public relations at Hofstra University, wrote for Bloomberg View that this was the statement that should have been issued immediately:, Video of the incident was tweeted midday on Sunday, but it wasn’t until Tuesday that United released a statement from Chief Executive Oscar Munoz saying that he would “deeply apologize to the customer forcibly removed and to all the customers aboard.”, 2) It’s Time to Worry About the U.S. Supreme Court AgainAfter weeks of drama over the U.S. Supreme Court, time to focus on law for a bit. Right? Nope. Justice Neil Gorsuch has just been sworn in, but already people are talking about the battle over the next vacant seat on the nation’s highest court. Rumors are swirling about the tenure of Justice Anthony Kennedy, a Reagan appointee whose vote often decides politically charged cases.  He is planning to hold a reunion of his law clerks in June. That’s notable because he usually holds one every five years, but this gathering is coming a year ahead of that timetable. Kennedy hasn’t tipped his hand, and a spokeswoman said the reunion in late June, rather than mid-June before the court's term is over, just worked best with his schedule. , 3) Bragging About Being a Genius Can Cost You Millions in Divorce Court, He built a $225 million fortune in finance, working for private equity. But a U.K. panel of judges said Randy Work didn’t deserve anything more than the traditional 50-50 split of assets in the divorce battle with his wife of 20 years, Mandy Gray. Work said that he deserved 61 percent of the pie because he made millions using “groundbreaking methodologies” in debt markets. The argument that one party in a marriage made a “special contribution” to the couple’s wealth has only worked a handful of times in U.K. court, including in the 2005 divorce of WPP CEO Martin Sorrell, who won 60 percent of £75 million ($94 million). In fact, the court said Work’s genius argument was “unhelpful” to his case., 4) Wall Street Has Completely Bought Into the Electric Car, Tesla Inc. became the most valuable car company in America this week, passing General Motors Co. The company’s market cap rose to nearly $60 billion, just topping that of GM (it has since slid back). It’s a remarkable run for a company that has delivered fewer than 200,000 cars, in a nation that buys more than 17 million a year. Bloomberg’s David Welch writes that the rise shows how much investors have “bought into Musk’s vision that electric vehicles will eventually rule the road.” But is the company worth it? GM is expected to earn $9 billion this year. Ford’s number may top $6 billion. Tesla? It’s expected to lose almost $1 billion. , 5) Taxes in the U.S. Are Nowhere Near the Highest in the WorldJust in time for the annual IRS tax deadline comes a new analysis showing that the U.S. is nowhere near the top of a list of countries when it comes to income taxes. The Organization for Economic Cooperation and Development said a slew of European countries carve off a higher percentage of residents’ income, although the analysis didn’t include other types of taxes, such as property or sales taxes. Belgium took the biggest chunk—54 percent of the salary of a non-married worker. In the U.S., it’s 32 percent."
"48","Corporate Culture and the 100-Day Judgment","https://www.bloomberg.com/view/articles/2017-04-12/corporate-culture-and-the-100-day-judgment","17168",""
